satellite_name,norad_cat_id,observation_time_utc,observation_time_uncertainty_sec,apparent_magnitude,apparent_magnitude_uncertainty,observer_latitude_deg,observer_longitude_deg,observer_altitude_m,limiting_magnitude,instrument,observing_mode,observing_filter,observer_orcid,satellite_right_ascension_deg,satellite_declination_deg,sigma_2_ra,sigma_ra_sigma_dec,sigma_2_dec,range_to_satellite_km,range_to_satellite_uncertainty_km,range_rate_of_satellite_km_per_sec,range_rate_of_satellite_uncertainty_km_per_sec,comments,data_archive_link,mpc_code,sat_ra_deg_satchecker,sat_dec_deg_satchecker,range_to_sat_km_satchecker,range_rate_sat_km_s_satchecker,ddec_deg_s_satchecker,dra_cosdec_deg_s_satchecker,phase_angle_deg_satchecker,alt_deg_satchecker,az_deg_satchecker,sat_altitude_km_satchecker,solar_elevation_deg_satchecker,solar_azimuth_deg_satchecker,illuminated,international_designator,potentially_discrepant
ACS 3,59588,2024-09-28T19:47:34.958Z,0.001,5.096300256,0.118795141,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0999873,22.20229944,,,,1171.568,,,,5-frame average; lim mag of instrument,,,306.1295964,22.1605669,1171.933877,-3.0162194,0.3160122,-0.0926373,60.7392813,59.9927659,185.6732257,1038.754882,-22.00912471,296.42106573,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:34.998Z,0.001,5.043405755,0.097385604,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0955399,22.21441833,,,,1171.448,,,,5-frame average; lim mag of instrument,,,306.1255914,22.1732188,1171.813157,-3.0149314,0.3160688,-0.0926651,60.7451857,60.0051275,185.6826482,1038.754619,-22.00921653,296.42121578,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.038Z,0.001,5.037824708,0.101282383,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.093075,22.22506948,,,,1171.328,,,,5-frame average; lim mag of instrument,,,306.1215889,22.1858601,1171.69261,-3.0136442,0.3161253,-0.0926929,60.7510867,60.0174783,185.6920701,1038.754357,-22.00930825,296.42136567,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.078Z,0.001,4.983426434,0.093986615,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0877031,22.23830946,,,,1171.208,,,,5-frame average; lim mag of instrument,,,306.1175849,22.1985038,1171.572114,-3.0123567,0.3161818,-0.0927208,60.7569903,60.0298307,185.7015009,1038.754095,-22.00939998,296.42151557,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.118Z,0.001,4.898602588,0.08673571,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0842007,22.25185651,,,,1171.088,,,,5-frame average; lim mag of instrument,,,306.1135793,22.2111497,1171.45167,-3.0110687,0.3162383,-0.0927486,60.7628963,60.0421848,185.7109406,1038.753833,-22.00949171,296.42166547,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.158Z,0.001,4.868225997,0.096490528,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.080035,22.26358659,,,,1170.968,,,,5-frame average; lim mag of instrument,,,306.1095721,22.2237978,1171.331277,-3.0097804,0.3162948,-0.0927764,60.768805,60.0545405,185.7203891,1038.753571,-22.00958343,296.42181537,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.198Z,0.001,4.880124191,0.112111754,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0764396,22.27544241,,,,1170.849,,,,5-frame average; lim mag of instrument,,,306.1055594,22.236461,1171.210815,-3.0084903,0.3163513,-0.0928043,60.7747221,60.0669102,185.7298561,1038.753308,-22.00967525,296.42196542,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.238Z,0.001,4.841126092,0.11239469,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0715474,22.28883308,,,,1170.729,,,,5-frame average; lim mag of instrument,,,306.101549,22.2491137,1171.090525,-3.0072012,0.3164077,-0.0928322,60.7806358,60.0792692,185.7393225,1038.753046,-22.00976698,296.42211531,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.318Z,0.001,4.894205927,0.167963144,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0645062,22.31347973,,,,1170.489,,,,5-frame average; lim mag of instrument,,,306.0935237,22.2744258,1170.8501,-3.0046217,0.3165206,-0.0928879,60.7924709,60.103992,185.758282,1038.752521,-22.00995043,296.42241511,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.358Z,0.001,4.917693464,0.157993638,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0598693,22.32636063,,,,1170.37,,,,5-frame average; lim mag of instrument,,,306.0895087,22.2870853,1170.729966,-3.0033313,0.316577,-0.0929158,60.7983923,60.1163559,185.7677752,1038.752259,-22.01004216,296.42256501,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.398Z,0.001,4.906355202,0.150609642,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0557794,22.33986723,,,,1170.25,,,,5-frame average; lim mag of instrument,,,306.0854881,22.2997597,1170.609761,-3.0020393,0.3166335,-0.0929438,60.8043221,60.1287338,185.7772869,1038.751996,-22.01013397,296.42271506,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.438Z,0.001,5.014927081,0.196360254,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0526731,22.35125768,,,,1170.131,,,,5-frame average; lim mag of instrument,,,306.0814699,22.3124237,1170.48973,-3.0007481,0.3166899,-0.0929717,60.8102486,60.1411009,185.7867981,1038.751733,-22.0102257,296.42286496,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.478Z,0.001,4.984892439,0.184652137,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0471856,22.36456976,,,,1170.011,,,,5-frame average; lim mag of instrument,,,306.0774502,22.3250899,1170.36975,-2.9994565,0.3167463,-0.0929996,60.8161776,60.1534696,185.7963182,1038.751471,-22.01031742,296.42301486,True,2024-077B,False
ACS 3,59588,2024-10-05T20:07:56.548Z,0.001,3.266918101,0.395096613,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,240.6536472,56.72203721,,,,1359.615,,,,5-frame average; lim mag of instrument,,,240.7285222,56.7025678,1359.354412,3.2183211,0.0962456,-0.2617762,106.5801591,45.6112011,309.1323756,1032.604341,-27.33776841,300.01056537,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.558Z,0.001,5.041060143,0.150511251,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0400848,22.38936379,,,,1169.772,,,,5-frame average; lim mag of instrument,,,306.0694061,22.3504291,1170.129945,-2.9968722,0.316859,-0.0930555,60.8280432,60.1782119,185.8153855,1038.750945,-22.01050087,296.42331466,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.598Z,0.001,5.065126717,0.149103958,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0345792,22.40280463,,,,1169.653,,,,5-frame average; lim mag of instrument,,,306.0653776,22.3631148,1170.009999,-2.9955781,0.3169154,-0.0930835,60.8339858,60.1905979,185.8249423,1038.750682,-22.01059269,296.42346471,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.638Z,0.001,4.990626068,0.093090763,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0316671,22.41481448,,,,1169.534,,,,5-frame average; lim mag of instrument,,,306.0613516,22.3757901,1169.890226,-2.994285,0.3169718,-0.0931114,60.839925,60.2029731,185.8344985,1038.750419,-22.01068442,296.42361461,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.678Z,0.001,4.980337193,0.094420549,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0278228,22.42815955,,,,1169.415,,,,5-frame average; lim mag of instrument,,,306.057324,22.3884676,1169.770505,-2.9929914,0.3170281,-0.0931394,60.8458667,60.21535,185.8440638,1038.750157,-22.01077614,296.42376451,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.758Z,0.001,4.971160091,0.190439247,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0192662,22.45250477,,,,1169.176,,,,5-frame average; lim mag of instrument,,,306.049264,22.4138293,1169.531217,-2.990403,0.3171407,-0.0931954,60.8577578,60.2401084,185.8632215,1038.749631,-22.01095959,296.42406431,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.798Z,0.001,4.982897501,0.199870712,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0149003,22.46527929,,,,1169.057,,,,5-frame average; lim mag of instrument,,,306.0452277,22.4265263,1169.411531,-2.989107,0.3171971,-0.0932234,60.8637131,60.2525026,185.8728236,1038.749368,-22.01105141,296.42421436,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.838Z,0.001,5.014121716,0.20177111,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0109473,22.47885718,,,,1168.938,,,,5-frame average; lim mag of instrument,,,306.0411937,22.4392128,1169.292016,-2.9878118,0.3172534,-0.0932514,60.8696651,60.2648858,185.8824253,1038.749105,-22.01114313,296.42436426,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.878Z,0.001,5.057768137,0.20622419,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0073496,22.49221466,,,,1168.819,,,,5-frame average; lim mag of instrument,,,306.0371583,22.4519016,1169.172554,-2.9865162,0.3173096,-0.0932794,60.8756195,60.2772707,185.892036,1038.748842,-22.01123486,296.42451416,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.918Z,0.001,5.140900709,0.054462326,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,306.0031161,22.50500999,,,,1168.7,,,,5-frame average; lim mag of instrument,,,306.0331212,22.4645926,1169.053143,-2.9852202,0.3173659,-0.0933074,60.8815765,60.2896572,185.9016558,1038.748578,-22.01132658,296.42466406,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.958Z,0.001,5.060601295,0.128325663,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9999481,22.51382965,,,,1168.582,,,,5-frame average; lim mag of instrument,,,306.0290825,22.4772858,1168.933784,-2.9839238,0.3174221,-0.0933355,60.887536,60.3020453,185.9112848,1038.748315,-22.01141831,296.42481396,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:35.998Z,0.001,5.065443364,0.132494196,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9945855,22.52980009,,,,1168.463,,,,5-frame average; lim mag of instrument,,,306.0250382,22.4899941,1168.814357,-2.9826257,0.3174784,-0.0933636,60.8935041,60.3144474,185.9209327,1038.748052,-22.01151012,296.42496402,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.038Z,0.001,5.115801644,0.173349941,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9916268,22.54167702,,,,1168.344,,,,5-frame average; lim mag of instrument,,,306.0209964,22.5026919,1168.695102,-2.9813286,0.3175347,-0.0933916,60.8994688,60.3268387,185.93058,1038.747789,-22.01160185,296.42511392,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.078Z,0.001,5.123523279,0.176244089,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9864565,22.55517292,,,,1168.225,,,,5-frame average; lim mag of instrument,,,306.016953,22.5153919,1168.575899,-2.980031,0.3175909,-0.0934197,60.905436,60.3392316,185.9402365,1038.747525,-22.01169357,296.42526382,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.118Z,0.001,5.198083862,0.212605692,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9829172,22.56740984,,,,1168.107,,,,5-frame average; lim mag of instrument,,,306.012908,22.5280941,1168.456748,-2.978733,0.3176471,-0.0934477,60.9114057,60.3516261,185.9499022,1038.747262,-22.01178529,296.42541372,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.198Z,0.001,5.270884647,0.10923985,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9756134,22.5932089,,,,1167.87,,,,5-frame average; lim mag of instrument,,,306.0048092,22.5535181,1168.218481,-2.9761345,0.3177595,-0.0935039,60.9233588,60.3764323,185.9692709,1038.746735,-22.01196883,296.42571368,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.238Z,0.001,5.288833902,0.125395989,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9712718,22.60609864,,,,1167.751,,,,5-frame average; lim mag of instrument,,,306.0007594,22.5662271,1168.099485,-2.9748353,0.3178157,-0.093532,60.9293362,60.3888316,185.9789642,1038.746471,-22.01206055,296.42586358,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.278Z,0.001,5.321320628,0.120270888,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9674777,22.61837096,,,,1167.633,,,,5-frame average; lim mag of instrument,,,305.996708,22.5789384,1167.980542,-2.9735357,0.3178719,-0.0935601,60.9353161,60.4012324,185.9886668,1038.746208,-22.01215228,296.42601348,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.318Z,0.001,5.272206777,0.110713865,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9629184,22.63137159,,,,1167.514,,,,5-frame average; lim mag of instrument,,,305.9926551,22.5916519,1167.86165,-2.9722357,0.317928,-0.0935883,60.9412986,60.4136349,185.9983787,1038.745944,-22.012244,296.42616339,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.358Z,0.001,5.276783665,0.105041886,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9585291,22.64333252,,,,1167.396,,,,5-frame average; lim mag of instrument,,,305.9885965,22.6043804,1167.742691,-2.970934,0.3179842,-0.0936164,60.9472896,60.4260514,186.0081095,1038.745681,-22.01233582,296.42631344,True,2024-077B,False
ACS 3,59588,2024-10-05T20:07:56.788Z,0.001,3.020983217,0.552648844,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,240.5338671,56.739204,,,,1360.388,,,,5-frame average; lim mag of instrument,,,240.6140502,56.7256013,1360.127673,3.2246544,0.0956773,-0.2616771,106.6151149,45.5677329,309.2060433,1032.600258,-27.33830076,300.01151334,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.438Z,0.001,5.292502373,0.099095099,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9509541,22.66900763,,,,1167.16,,,,5-frame average; lim mag of instrument,,,305.9804826,22.6298186,1167.505168,-2.9683319,0.3180964,-0.0936727,60.9592673,60.4508643,186.0275796,1038.745153,-22.01251926,296.42661325,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.478Z,0.001,5.252495077,0.101331169,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9473478,22.68190226,,,,1167.041,,,,5-frame average; lim mag of instrument,,,305.9764233,22.6425411,1167.386485,-2.9670303,0.3181525,-0.0937009,60.96526,60.463273,186.0373286,1038.744889,-22.01261098,296.42676315,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.518Z,0.001,5.258754694,0.098605926,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9444449,22.69582827,,,,1166.923,,,,5-frame average; lim mag of instrument,,,305.9723624,22.6552658,1167.267854,-2.9657283,0.3182086,-0.093729,60.9712552,60.4756834,186.0470869,1038.744626,-22.01270271,296.42691306,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.558Z,0.001,5.276301826,0.084952725,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9393543,22.70714125,,,,1166.805,,,,5-frame average; lim mag of instrument,,,305.9682957,22.6680056,1167.149155,-2.9644246,0.3182647,-0.0937573,60.977259,60.4881079,186.0568644,1038.744362,-22.01279452,296.42706311,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.638Z,0.001,5.191813702,0.05424401,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9313028,22.73356405,,,,1166.569,,,,5-frame average; lim mag of instrument,,,305.9601659,22.6934662,1166.912153,-2.9618186,0.3183769,-0.0938136,60.9892622,60.5129365,186.0764277,1038.743834,-22.01297796,296.42736292,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.678Z,0.001,5.207243237,0.0559039,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9264106,22.74671079,,,,1166.451,,,,5-frame average; lim mag of instrument,,,305.9560986,22.7061999,1166.79373,-2.960515,0.3184329,-0.0938418,60.9952676,60.5253532,186.0862235,1038.74357,-22.01306969,296.42751283,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.718Z,0.001,5.200856181,0.055013262,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9224876,22.75824387,,,,1166.333,,,,5-frame average; lim mag of instrument,,,305.9520297,22.7189358,1166.67536,-2.9592109,0.3184889,-0.0938701,61.0012755,60.5377715,186.0960286,1038.743306,-22.01316141,296.42766273,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.758Z,0.001,5.165961359,0.071877353,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9188509,22.77131769,,,,1166.216,,,,5-frame average; lim mag of instrument,,,305.9479551,22.7316868,1166.556922,-2.9579052,0.318545,-0.0938983,61.0072921,60.5502038,186.105853,1038.743042,-22.01325322,296.42781279,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.798Z,0.001,5.120970666,0.139796842,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9151432,22.7845404,,,,1166.098,,,,5-frame average; lim mag of instrument,,,305.9438829,22.7444272,1166.438656,-2.9566004,0.318601,-0.0939265,61.0133051,60.5626253,186.1156769,1038.742777,-22.01334494,296.42796269,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.838Z,0.001,5.059655928,0.146359076,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.910014,22.79656219,,,,1165.98,,,,5-frame average; lim mag of instrument,,,305.9398092,22.7571698,1166.320441,-2.9552952,0.318657,-0.0939548,61.0193207,60.5750482,186.1255103,1038.742513,-22.01343667,296.4281126,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.878Z,0.001,5.00215011,0.115947514,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9058968,22.80935762,,,,1165.862,,,,5-frame average; lim mag of instrument,,,305.9357339,22.7699147,1166.20228,-2.9539895,0.318713,-0.093983,61.0253389,60.5874728,186.135353,1038.742249,-22.01352839,296.4282625,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.918Z,0.001,4.989174668,0.095349293,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.9016718,22.8205942,,,,1165.745,,,,5-frame average; lim mag of instrument,,,305.9316569,22.7826618,1166.08417,-2.9526835,0.318769,-0.0940113,61.0313596,60.5998989,186.1452053,1038.741985,-22.01362011,296.42841241,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.958Z,0.001,4.990980476,0.096851557,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.8981047,22.83461087,,,,1165.627,,,,5-frame average; lim mag of instrument,,,305.9275743,22.795424,1165.965994,-2.9513758,0.318825,-0.0940396,61.0373889,60.6123391,186.1550769,1038.74172,-22.01371192,296.42856247,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:36.998Z,0.001,5.012148923,0.078115909,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.8941096,22.84726565,,,,1165.51,,,,5-frame average; lim mag of instrument,,,305.9234941,22.8081756,1165.847988,-2.9500689,0.3188809,-0.0940679,61.0434147,60.6247683,186.1649481,1038.741456,-22.01380364,296.42871237,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:37.078Z,0.001,4.997219844,0.106340471,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.8853852,22.87482341,,,,1165.275,,,,5-frame average; lim mag of instrument,,,305.915329,22.8336855,1165.612135,-2.9474541,0.3189928,-0.0941245,61.055474,60.6496315,186.184719,1038.740927,-22.01398708,296.42901218,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:37.118Z,0.001,4.925261496,0.113030981,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.8822333,22.88520884,,,,1165.158,,,,5-frame average; lim mag of instrument,,,305.911244,22.8464439,1165.494287,-2.946146,0.3190487,-0.0941528,61.0615074,60.6620654,186.1946187,1038.740663,-22.0140788,296.42916209,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:37.158Z,0.001,4.908011134,0.093894256,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.877209,22.89824846,,,,1165.04,,,,5-frame average; lim mag of instrument,,,305.9071533,22.8592173,1165.376372,-2.9448363,0.3191046,-0.0941811,61.0675495,60.6745134,186.2045379,1038.740398,-22.01417062,296.42931215,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:37.198Z,0.001,4.84367988,0.128400387,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.8749361,22.91202609,,,,1164.923,,,,5-frame average; lim mag of instrument,,,305.903065,22.87198,1165.258629,-2.9435275,0.3191605,-0.0942095,61.0735881,60.6869504,186.2144567,1038.740133,-22.01426234,296.42946206,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:37.238Z,0.001,4.764681632,0.13792154,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.8684635,22.9228833,,,,1164.806,,,,5-frame average; lim mag of instrument,,,305.8989752,22.8847451,1165.140937,-2.9422182,0.3192164,-0.0942378,61.0796292,60.699389,186.224385,1038.739869,-22.01435406,296.42961196,True,2024-077B,False
ACS 3,59588,2024-10-05T20:07:56.988Z,0.001,3.402540127,0.367855338,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,240.4438528,56.7595365,,,,1361.034,,,,5-frame average; lim mag of instrument,,,240.5186494,56.7446892,1360.773131,3.229923,0.095204,-0.2615936,106.6442056,45.5315087,309.2672756,1032.596855,-27.33874432,300.01230322,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:39.878Z,0.001,4.861928816,0.084703056,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.5947529,23.77621386,,,,1157.189,,,,5-frame average; lim mag of instrument,,,305.6253686,23.7323337,1157.488258,-2.8549033,0.322876,-0.0961297,61.4840729,61.523856,186.9016301,1038.722302,-22.02040862,296.43950836,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:39.918Z,0.001,4.842634434,0.076100258,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.5895546,23.78689781,,,,1157.075,,,,5-frame average; lim mag of instrument,,,305.6211683,23.7452473,1157.374112,-2.8535672,0.3229309,-0.0961587,61.4902851,61.5363945,186.9122308,1038.722034,-22.02050034,296.43965828,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:39.958Z,0.001,4.864161495,0.057557337,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.5851344,23.79946285,,,,1156.962,,,,5-frame average; lim mag of instrument,,,305.6169663,23.7581631,1157.260019,-2.8522307,0.3229859,-0.0961877,61.4964999,61.5489345,186.9228421,1038.721767,-22.02059205,296.4398082,True,2024-077B,False
ACS 3,59588,2024-09-28T19:47:39.998Z,0.001,4.782402627,0.10768267,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,305.5817118,23.81403411,,,,1156.848,,,,5-frame average; lim mag of instrument,,,305.6127627,23.7710811,1157.145979,-2.8508938,0.3230409,-0.0962167,61.5027172,61.561476,186.9334639,1038.721499,-22.02068376,296.43995812,True,2024-077B,False
