satellite_name,norad_cat_id,observation_time_utc,observation_time_uncertainty_sec,apparent_magnitude,apparent_magnitude_uncertainty,observer_latitude_deg,observer_longitude_deg,observer_altitude_m,limiting_magnitude,instrument,observing_mode,observing_filter,observer_orcid,satellite_right_ascension_deg,satellite_declination_deg,sigma_2_ra,sigma_ra_sigma_dec,sigma_2_dec,range_to_satellite_km,range_to_satellite_uncertainty_km,range_rate_of_satellite_km_per_sec,range_rate_of_satellite_uncertainty_km_per_sec,comments,data_archive_link,mpc_code,sat_ra_deg_satchecker,sat_dec_deg_satchecker,range_to_sat_km_satchecker,range_rate_sat_km_s_satchecker,ddec_deg_s_satchecker,dra_cosdec_deg_s_satchecker,phase_angle_deg_satchecker,alt_deg_satchecker,az_deg_satchecker,sat_altitude_km_satchecker,solar_elevation_deg_satchecker,solar_azimuth_deg_satchecker,illuminated,international_designator,potentially_discrepant
ACS 3,59588,2024-10-04T19:32:05.573Z,0.001,5.994933204,0.276285997,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,321.7136715,7.552500929,,,,1379.915,,,,5-frame average; lim mag of instrument,,,321.736244,7.4722705,1380.266626,-4.5441956,0.2390832,-0.0373567,48.8277845,44.5918647,165.2364037,1034.523757,-22.027591,291.98995714,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:27.319Z,0.001,6.6830102,0.096618345,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9184541,16.81681335,,,,1421.885,,,,5-frame average; lim mag of instrument +10,,,342.8955538,16.6272328,1425.229597,-3.8173484,0.2506287,0.0510397,29.1985462,42.3445874,122.4889764,1035.176737,-17.06736418,285.36543532,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:27.359Z,0.001,6.73630477,0.128848237,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9226321,16.82589941,,,,1421.733,,,,5-frame average; lim mag of instrument +10,,,342.8976844,16.6372568,1425.076952,-3.8164364,0.2506756,0.0510573,29.2004264,42.3520096,122.4795111,1035.176313,-17.06746292,285.36557514,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:27.399Z,0.001,6.735407772,0.128819643,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.923327,16.83801097,,,,1421.581,,,,5-frame average; lim mag of instrument +10,,,342.8998159,16.6472828,1424.924344,-3.815524,0.2507225,0.0510749,29.20231,42.3594322,122.4700416,1035.175889,-17.06756167,285.36571496,True,2024-077B,False
STARLINK-31370,59520,2024-04-29T10:28:45.000Z,0.3,2.4,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,296.5581295,2.6405555,409.027802,0.0148543,0.4170983,0.9468898,80.7073832,52.7489844,149.7231078,330.363999,-12.64309811,60.96008939,True,2024-073K,False
STARLINK-31509,59533,2024-04-29T10:30:27.000Z,0.3,2.3,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,294.8945586,4.3599009,400.276185,-0.1157349,0.4257941,0.967305,79.5644954,55.1509146,151.8331322,332.599765,-12.34229115,61.24716595,True,2024-073Y,False
STARLINK-31392,59530,2024-04-29T10:31:33.000Z,0.3,2.3,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,294.7723164,5.8083782,393.873911,-0.0776075,0.4312476,0.9836635,79.8420961,56.64133,151.4965708,332.686137,-12.1472111,61.43225989,True,2024-073V,False
STARLINK-31619,59531,2024-04-29T10:32:08.000Z,0.3,2.2,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,294.4095225,6.4455751,390.326351,-0.0975259,0.4351065,0.992599,79.6713764,57.4241043,151.9067947,332.420196,-12.04362053,61.53020667,True,2024-073W,False
STARLINK-31513,59529,2024-04-29T10:32:47.000Z,0.3,2.1,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,293.9170374,7.1756808,386.956095,-0.1279366,0.4392104,1.0009348,79.4058192,58.3460965,152.5222081,332.671583,-11.92807799,61.63917798,True,2024-073U,False
STARLINK-30822,58193,2023-12-19T00:03:29.000Z,0.3,7.0,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,55.3808369,77.0312888,760.581732,-0.0061421,-0.5217504,0.1600631,55.6778966,40.8370171,15.3618877,521.64899,-10.29048339,248.45487008,True,2023-167U,False
STARLINK-30785,58191,2023-12-19T00:06:55.000Z,0.3,7.0,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,51.2706039,76.760171,745.859785,-0.069817,-0.5179665,0.203728,56.0220017,41.9890819,15.2055482,521.401987,-10.93614073,248.91352349,True,2023-167S,False
STARLINK-30807,58192,2023-12-19T00:10:22.000Z,0.3,7.0,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,48.1251882,75.8205733,730.936573,-0.062223,-0.5149524,0.2397819,55.8067361,43.2354158,15.8598627,521.383734,-11.58693798,249.37246797,True,2023-167T,False
STARLINK-30820,58190,2023-12-19T00:13:50.000Z,0.3,7.0,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,45.4719432,74.5967669,715.833252,-0.0299673,-0.5122818,0.2722107,55.4180779,44.5879633,16.8181095,521.623508,-12.24285397,249.83177597,True,2023-167R,False
STARLINK-30826,58188,2023-12-19T00:17:18.000Z,0.3,7.0,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,42.6760836,73.4641844,700.338554,-0.0200598,-0.507821,0.3063229,55.2428709,46.0232046,17.5121593,521.379495,-12.90069976,250.28932765,True,2023-167P,False
STARLINK-30796,58189,2023-12-19T00:20:44.000Z,0.3,7.0,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,39.1738624,72.6011777,684.956021,-0.0613976,-0.4978354,0.3463309,55.5263005,47.5600515,17.5512319,521.141543,-13.554074,250.74084957,True,2023-167Q,False
STARLINK-30755,58186,2023-12-19T00:27:38.000Z,0.3,7.0,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,33.8981648,69.8703904,654.427395,-0.0561173,-0.4822731,0.4129586,55.5271432,51.0142288,18.7108712,521.213783,-14.8725561,251.64377818,True,2023-167M,False
STARLINK-30801,58184,2023-12-19T00:34:32.000Z,0.3,6.5,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,29.1818371,66.5919499,624.614201,-0.0462987,-0.4652327,0.4757553,55.7411249,55.0007469,19.9255813,521.189303,-16.19792765,252.54138726,True,2023-167K,False
STARLINK-30798,58196,2023-12-19T00:41:25.000Z,0.3,6.5,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,23.7158884,63.1697623,596.418015,-0.1170162,-0.4373152,0.542757,56.9242417,59.5794585,19.7630836,521.1396,-17.52660223,253.43236593,True,2023-167X,False
STARLINK-30806,58180,2023-12-19T00:44:53.000Z,0.3,6.5,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,22.8346293,60.5903934,583.163189,-0.0364952,-0.4370429,0.5634289,56.7716361,62.1301313,21.6327726,521.124189,-18.19811393,253.87967308,True,2023-167F,False
STARLINK-30819,58179,2023-12-19T00:51:46.000Z,0.3,6.5,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,18.7011135,55.9206455,559.228907,-0.0626711,-0.414299,0.6177686,58.2843513,67.718001,22.0113919,520.938301,-19.53590019,254.76556628,True,2023-167E,False
ACS 3,59588,2024-10-03T19:00:27.439Z,0.001,6.789645865,0.181252885,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9256808,16.84923768,,,,1421.43,,,,5-frame average; lim mag of instrument +10,,,342.9019482,16.6573106,1424.771772,-3.8146114,0.2507694,0.0510925,29.2041969,42.3668553,122.4605677,1035.175465,-17.06766041,285.36585478,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:27.479Z,0.001,6.878330231,0.235773819,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9276902,16.85703885,,,,1421.278,,,,5-frame average; lim mag of instrument +10,,,342.9040835,16.6673503,1424.619083,-3.8136975,0.2508163,0.0511101,29.206089,42.3742864,122.4510799,1035.175041,-17.06775926,285.36599474,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:27.559Z,0.001,6.948662085,0.16062018,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.932546,16.87766799,,,,1420.974,,,,5-frame average; lim mag of instrument +10,,,342.9083524,16.6874153,1424.314121,-3.8118708,0.2509102,0.0511454,29.2098794,42.389135,122.4321105,1035.174193,-17.06795675,285.36627437,True,2024-077B,False
ACS 3,59588,2024-10-04T19:32:05.773Z,0.001,6.268090406,0.206542089,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,321.7072572,7.60097098,,,,1379.007,,,,5-frame average; lim mag of instrument,,,321.7287035,7.5201147,1379.358165,-4.5404145,0.239361,-0.0374043,48.8355854,44.64042,165.2374264,1034.521678,-22.02806591,291.99069224,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:27.599Z,0.001,7.062869811,0.172598395,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9337097,16.8871498,,,,1420.823,,,,5-frame average; lim mag of instrument +10,,,342.9104881,16.6974507,1424.161696,-3.8109569,0.2509571,0.051163,29.2117796,42.3965601,122.4226193,1035.173769,-17.06805549,285.36641419,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:27.639Z,0.001,7.091161008,0.17930522,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9377031,16.8966188,,,,1420.671,,,,5-frame average; lim mag of instrument +10,,,342.9126247,16.7074879,1424.009306,-3.8100428,0.251004,0.0511807,29.2136831,42.4039856,122.4131237,1035.173344,-17.06815423,285.36655401,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:27.719Z,0.001,7.243916731,0.160362647,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9400944,16.91863496,,,,1420.368,,,,5-frame average; lim mag of instrument +10,,,342.9169025,16.727578,1423.704484,-3.8082127,0.2510979,0.051216,29.2175021,42.4188455,122.3941101,1035.172496,-17.06835182,285.36683379,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:27.759Z,0.001,7.367500834,0.131998939,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9433831,16.92785427,,,,1420.216,,,,5-frame average; lim mag of instrument +10,,,342.9190416,16.7376208,1423.552204,-3.8072977,0.2511448,0.0512337,29.2194156,42.4262725,122.3846015,1035.172071,-17.06845057,285.36697361,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:27.799Z,0.001,7.441902292,0.175570874,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9441229,16.93893114,,,,1420.065,,,,5-frame average; lim mag of instrument +10,,,342.9211815,16.7476655,1423.399961,-3.8063823,0.2511918,0.0512513,29.2213324,42.4336999,122.3750886,1035.171647,-17.06854931,285.36711343,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:27.839Z,0.001,7.461334385,0.150081337,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9467711,16.94805209,,,,1419.913,,,,5-frame average; lim mag of instrument +10,,,342.9233224,16.7577121,1423.247755,-3.8054667,0.2512387,0.051269,29.2232526,42.4411278,122.3655714,1035.171223,-17.06864805,285.36725325,True,2024-077B,False
STARLINK-30819,58179,2023-12-19T00:44:53.000Z,0.3,6.5,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,254.3962617,19.2664984,2907.183019,-6.6581332,0.0449811,0.0373653,135.8173104,-2.337206,295.9691129,522.270381,-18.19811393,253.87967308,True,2023-167E,False
ACS 3,59588,2024-10-03T19:00:27.879Z,0.001,7.522523122,0.143858272,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9502127,16.95624367,,,,1419.762,,,,5-frame average; lim mag of instrument +10,,,342.9254662,16.7677706,1423.095432,-3.8045498,0.2512857,0.0512867,29.225178,42.4485637,122.3560402,1035.170798,-17.0687469,285.36739321,True,2024-077B,False
STARLINK-11160 [DTC],60125,2024-08-01T02:23:19.000Z,0.2,3.3,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,299.0157517,-16.5641268,864.108664,-0.0672122,0.3215617,0.376423,11.9428457,19.7087225,129.4196141,341.132218,-10.51204905,301.516616,True,2024-118N,False
STARLINK-3504,51881,2024-08-01T02:28:50.000Z,0.2,6.5,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,292.9742573,25.5748825,664.214564,3.1964427,-0.5317539,0.1980278,47.1326312,52.9205533,94.4608941,541.937798,-11.45765115,302.44361009,True,2022-022AF,False
STARLINK-11161 [DTC],60124,2024-08-01T02:30:37.000Z,0.2,6.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,298.3255355,-13.0516018,752.24297,0.0954865,0.3606508,0.4392092,13.5640141,23.9670939,128.9778394,340.636396,-11.76126643,302.74609874,True,2024-118M,False
STARLINK-31846,60126,2024-08-01T02:32:21.000Z,0.2,8.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,299.3243486,-18.1760562,1097.611676,-0.5372432,0.2530366,0.2914096,11.5171629,19.6669933,132.036004,448.356951,-12.05538214,303.04145688,True,2024-118P,False
STARLINK-3577,51884,2024-08-01T02:34:30.000Z,0.2,5.5,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,289.5108409,16.5672871,672.286109,3.834121,-0.4785614,0.2304255,40.7563259,51.9154924,110.957442,541.731561,-12.41882832,303.40968775,True,2022-022AJ,False
STARLINK-11162 [DTC],60123,2024-08-01T02:37:50.000Z,0.2,3.3,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,294.4754463,-10.5378579,646.04461,-0.1305232,0.4072056,0.5210063,18.0432668,29.3970944,132.0530029,341.293745,-12.97925793,303.98475391,True,2024-118L,False
STARLINK-31608,59397,2024-08-01T02:45:01.000Z,0.2,8.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,255.8325926,-16.2275604,697.917961,4.079242,-0.3009942,0.4063969,52.9839922,37.6047146,179.1379558,448.81786,-14.17397722,305.24171046,True,2024-062X,False
STARLINK-31813,60128,2024-08-01T02:45:11.000Z,0.2,8.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,284.6642028,-22.5731695,934.47363,-2.2141506,0.2614968,0.3453143,25.5004567,25.0342165,149.8516466,448.284037,-14.20148055,305.27116741,True,2024-118R,False
STARLINK-3895,52583,2024-08-01T02:47:24.000Z,0.2,6.5,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,267.3735668,5.2727089,632.788735,-1.5535262,0.4138911,0.4999465,49.3102869,57.3468629,158.2087795,541.384862,-14.56632102,305.66423497,True,2022-051AZ,False
STARLINK-3915,52581,2024-08-01T02:52:10.000Z,0.2,8.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,243.513438,-6.6450991,733.193723,-4.3062631,0.319028,0.336532,67.0118081,45.3478374,199.1521102,541.06887,-15.34474914,306.51771904,True,2022-051AX,False
STARLINK-11157 [DTC],60122,2024-08-01T02:52:21.000Z,0.2,3.8,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,283.6562328,-0.0704056,463.037,-0.5699815,0.5456884,0.7391321,32.6805565,46.1725232,139.6159422,341.054807,-15.37451905,306.55077312,True,2024-118K,False
STARLINK-3597,51898,2024-08-01T02:56:02.000Z,0.2,8.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,252.9100479,10.7130777,596.216041,1.6778766,-0.4586691,0.5098321,64.5202946,64.1375224,191.4054736,541.633889,-15.96990857,307.21849587,True,2022-022AY,False
STARLINK-3922,52584,2024-08-01T02:57:33.000Z,0.2,8.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,236.102872,-4.7236008,747.326219,-4.7110676,0.3187239,0.2892177,74.6280614,44.09963,211.6049468,541.120995,-16.21354577,307.49547378,True,2022-051BA,False
STARLINK-3886,52582,2024-08-01T03:03:17.000Z,0.2,8.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,234.6938053,4.4502613,681.45249,-4.2439011,0.4001653,0.3029979,78.8680204,50.7598252,221.8734199,541.292731,-17.12631205,308.55344478,True,2022-051AY,False
ACS 3,59588,2024-10-04T19:32:06.213Z,0.001,7.152657638,0.144375384,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,321.6891595,7.707393369,,,,1377.011,,,,5-frame average; lim mag of instrument,,,321.7120781,7.6255657,1377.362253,-4.5320691,0.2399735,-0.0375093,48.8529021,44.7474383,165.2396808,1034.517103,-22.02911068,291.99230945,True,2024-077B,False
ACS 3,59588,2024-10-04T19:32:06.453Z,0.001,7.439743572,0.321273423,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,321.6805359,7.764507611,,,,1375.925,,,,5-frame average; lim mag of instrument,,,321.7029884,7.6831973,1376.275141,-4.5275015,0.2403082,-0.0375667,48.8624376,44.8059264,165.240913,1034.514605,-22.02968054,291.99319157,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:27.959Z,0.001,7.581133632,0.154511014,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9523033,16.97737898,,,,1419.459,,,,5-frame average; lim mag of instrument +10,,,342.9297521,16.7878732,1422.791203,-3.8027171,0.2513796,0.0513221,29.229035,42.4634219,122.3369839,1035.169949,-17.06894439,285.36767285,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:27.999Z,0.001,7.56851489,0.148310809,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9562321,16.98887215,,,,1419.308,,,,5-frame average; lim mag of instrument +10,,,342.9318963,16.7979273,1422.639143,-3.8018002,0.2514265,0.0513398,29.2309686,42.4708517,122.3274493,1035.169524,-17.06904313,285.36781267,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:28.039Z,0.001,7.580892311,0.125022112,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9567693,17.00083717,,,,1419.157,,,,5-frame average; lim mag of instrument +10,,,342.9340414,16.8079832,1422.48712,-3.8008831,0.2514734,0.0513575,29.2329054,42.4782819,122.3179102,1035.1691,-17.06914187,285.36795249,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:28.079Z,0.001,7.468701818,0.234454665,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9578613,17.0106074,,,,1419.006,,,,5-frame average; lim mag of instrument +10,,,342.9361895,16.8180512,1422.33498,-3.7999647,0.2515205,0.0513752,29.2348475,42.4857201,122.3083573,1035.168675,-17.06924072,285.36809245,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:28.119Z,0.001,7.414697891,0.197738907,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9630667,17.01927683,,,,1418.854,,,,5-frame average; lim mag of instrument +10,,,342.9383362,16.8281109,1422.183031,-3.799047,0.2515674,0.051393,29.2367911,42.4931513,122.2988095,1035.16825,-17.06933946,285.36823227,True,2024-077B,False
PELICAN 3001,58296,2024-05-08T21:42:54.572Z,0.001,6.0418,0.0952,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,185.4465171,25.69768917,0.0,0.0,0.0,571.894,0.0,0.0,0.0,5-frame average; lim mag of instrument,,,185.4557757,25.7356091,572.0510926,-2.6911699,0.6625347,-0.2816841,58.3665115,62.0183698,202.8648259,510.418368,-16.04002322,331.32705901,True,2023-174AS,False
PELICAN 3001,58296,2024-05-08T21:42:54.612Z,0.001,6.0482,0.0971,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,185.4315266,25.72785525,0.0,0.0,0.0,571.786,0.0,0.0,0.0,5-frame average; lim mag of instrument,,,185.4432662,25.7621103,571.9435337,-2.6878598,0.662743,-0.2818568,58.3928729,62.0409017,202.9032635,510.419156,-16.04007216,331.32721643,True,2023-174AS,False
ACS 3,59588,2024-10-03T19:00:28.159Z,0.001,7.355661259,0.181572925,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9647604,17.02915294,,,,1418.703,,,,5-frame average; lim mag of instrument +10,,,342.9404839,16.8381725,1422.031118,-3.7981289,0.2516143,0.0514107,29.2387379,42.500583,122.2892574,1035.167825,-17.0694382,285.36837209,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:28.239Z,0.001,7.285313995,0.123707712,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9673459,17.04869336,,,,1418.401,,,,5-frame average; lim mag of instrument +10,,,342.9447817,16.8583014,1421.727402,-3.796292,0.2517083,0.0514462,29.2426417,42.5154477,122.2701401,1035.166976,-17.06963569,285.36865173,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:28.279Z,0.001,7.332343182,0.061680765,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9706849,17.05957009,,,,1418.25,,,,5-frame average; lim mag of instrument +10,,,342.9469341,16.8683787,1421.575447,-3.7953721,0.2517553,0.0514639,29.2446006,42.5228883,122.2605652,1035.16655,-17.06973453,285.36879169,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:28.319Z,0.001,7.26092528,0.082979503,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9730117,17.07013247,,,,1418.099,,,,5-frame average; lim mag of instrument +10,,,342.9490851,16.8784478,1421.423681,-3.7944528,0.2518022,0.0514817,29.2465609,42.5303218,122.2509956,1035.166126,-17.06983328,285.36893152,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:28.359Z,0.001,7.233088093,0.091614201,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9730913,17.07846923,,,,1417.948,,,,5-frame average; lim mag of instrument +10,,,342.9512371,16.8885188,1421.271951,-3.7935333,0.2518492,0.0514994,29.2485245,42.5377558,122.2414216,1035.165701,-17.06993202,285.36907134,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:28.399Z,0.001,7.207941646,0.089041973,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9780673,17.08978462,,,,1417.797,,,,5-frame average; lim mag of instrument +10,,,342.9533898,16.8985917,1421.120259,-3.7926134,0.2518962,0.0515172,29.2504914,42.5451903,122.2318432,1035.165276,-17.07003076,285.36921116,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:28.439Z,0.001,7.174572167,0.069155741,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9788569,17.09998408,,,,1417.646,,,,5-frame average; lim mag of instrument +10,,,342.9555456,16.9086766,1420.968451,-3.7916924,0.2519432,0.051535,29.2524637,42.5526327,122.2222509,1035.16485,-17.0701296,285.36935112,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:28.479Z,0.001,7.079702401,0.127272039,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9817143,17.10980175,,,,1417.495,,,,5-frame average; lim mag of instrument +10,,,342.9577001,16.9187532,1420.816832,-3.7907719,0.2519902,0.0515527,29.2544373,42.5600681,122.2126637,1035.164425,-17.07022835,285.36949094,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:28.519Z,0.001,7.069140885,0.127628929,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.9823899,17.11894001,,,,1417.345,,,,5-frame average; lim mag of instrument +10,,,342.9598555,16.9288317,1420.66525,-3.7898512,0.2520371,0.0515705,29.2564144,42.5675039,122.2030722,1035.164,-17.07032709,285.36963076,True,2024-077B,False
ACS 3,59588,2024-10-03T19:00:28.559Z,0.001,7.029364998,0.127115908,52.15399,4.49085,8.0,10.0,WATEC 902H2 Supreme + 1.2/85 mm,CCD,CLEAR,0000-0001-6659-9253,342.985506,17.13033182,,,,1417.194,,,,5-frame average; lim mag of instrument +10,,,342.9620117,16.9389121,1420.513705,-3.7889301,0.2520841,0.0515883,29.2583947,42.5749402,122.1934763,1035.163575,-17.07042583,285.36977059,True,2024-077B,False
